66.98388465	162.3689567	54.79527142
47.74691358	170.5204475	59.29783951
81.91012658	191.9759494	60.18987342
84.84954253	168.9630634	56.37309387
43.43861041	161.5783629	75.21684645
43.21931376	145.0209881	80.24902724
58.12169528	174.9365858	88.98678114
78.31996797	156.3000801	112.7565733
52.58138086	139.2360419	118.121012
48.27182982	121.5670976	112.8175912
82.24156917	102.5808672	125.8606332
83.0837258	163.1831502	71.92621664
83.97806789	149.8125326	94.39738903
83.78482759	111.5362069	107.7851724
80.03054344	81.85680286	85.17334391
45.27104276	112.3691673	101.7021755
38.05420941	86.61167219	94.92726837
68.07588533	66.06530737	123.512392
41.72858219	67.90284316	96.34941631
78.98655952	71.63561371	105.954914
83.01648999	47.30742049	93.93678838
78.63935018	48.67725632	79.26245487
56.75599035	42.01818652	72.39277711
74.89831206	62.58789625	66.89940991
55.93944155	92.46754267	47.20866957
65.77611141	99.26834494	53.30851634
64.25906344	123.5181269	38.00226586
61.08076564	140.9542484	36.37861811
40.04521856	101.1030816	45.92019762
31.05740371	107.2601427	56.90345221
36.66931875	87.60417703	80.59423173
38.12238934	119.7871938	67.55900301
46.56743003	107.4020356	79.23155216
58.62270329	132.1397126	66.79388758
78.23348664	108.6106273	78.52461102
76.33444121	135.8936435	81.99439136
65.39753266	128.8788099	70.37184325
68.84761183	121.7543594	70.95905989
102.2709755	144.5704369	54.83339318
63.86763675	104.2841865	58.27612202
66.55458242	124.4166406	51.42883954
117.6236617	161.1668451	56.51409707
133.7887324	166.8851001	59.70274277
98.7109375	192.9609375	63.3421875
95.99643255	172.4949833	58.21493868
136.7352376	159.5520883	73.94335094
137.8634089	143.7210774	84.8606123
122.0753378	172.9099349	88.57456012
100.843308	155.9226689	113.1346582
127.3584284	137.8495391	116.042691
130.7622881	118.97229	113.4424358
96.83745207	99.06220707	128.168513
96.52374784	164.369171	71.81260794
96.35479256	149.6423462	96.3676681
95.85452526	118.9752915	104.615769
105.3501091	88.5118417	74.68744157
133.3034517	102.5816293	116.4232783
146.3466166	89.9005029	100.0435419
113.5313399	62.03410006	118.580506
134.686428	58.53355645	102.0453595
98.10403154	70.64784433	111.2790284
96.4872752	50.64133017	89.07227689
99.33935611	44.99507227	76.75886991
124.364112	42.72543824	72.45637994
106.8852925	62.10482124	65.39707476
128.8682646	86.32291467	48.96692234
118.1728135	99.76817703	49.81770285
115.5850157	126.2628982	34.57828623
122.146325	139.100472	33.30411328
141.9231209	95.09445556	49.86431838
147.379033	106.8532685	57.62629758
142.9227696	81.9494008	78.75419441
141.9856935	116.1619616	67.48718537
133.5893155	104.4582638	79.69532554
125.8713741	126.2596787	73.18791171
101.3731563	106.6856563	78.56443584
102.9061103	134.4539067	82.12433468
115.3935264	126.4485055	72.34660059
110.1485959	120.3061622	70.95553822
98.25108853	136.7880987	64.60087083
114.436437	103.9849202	57.49991233
113.7059598	123.4530787	51.35067501
89.94121363	95.48397852	38.90460815
